X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
399599.039300002,129362.821699999,25051777,2025/04/10 01:19:49+00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF YUMA STREET SE,399599.039325581,129362.821685479,8,8D,7,707,Cluster 39,009803 2,009803,Precinct 124,38.8320541494,-77.0046179534,,2025/04/08 20:19:00+00,2025/04/08 20:22:00+00,711024851,
403496.431999996,134285.336199999,25051798,2025/04/10 01:30:48+00,EVENING,OTHERS,THEFT/OTHER,3200 - 3399 BLOCK OF LOUD PLACE SE,403496.432033198,134285.336186048,7,7B,6,605,Cluster 34,009901 2,009901,Precinct 108,38.8763914128,-76.9597057915,,2025/04/10 00:56:00+00,2025/04/10 01:25:00+00,711024852,
399351.719999999,137531.68,25051805,2025/04/10 02:03:09+00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF M STREET NE,399351.72,137531.68,6,6E,5,501,Cluster 25,010601 1,010601,Precinct 144,38.9056424003,-77.007474088,NOMA,2025/04/10 00:55:00+00,2025/04/10 01:46:00+00,711024853,
397700.049999997,136885.32,25052073,2025/04/11 17:04:14+00,DAY,OTHERS,THEFT F/AUTO,1000 - 1099 BLOCK OF H STREET NW,397700.05,136885.32,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.8998169908,-77.0265141995,DOWNTOWN,2025/04/10 15:09:00+00,2025/04/10 15:10:00+00,711024854,
397965.840000004,138214.02,25052759,2025/04/11 22:53:05+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,800 - 899 BLOCK OF RHODE ISLAND AVENUE NW,397965.84,138214.02,2,2G,3,307,Cluster 7,004901 2,004901,Precinct 18,38.911787039,-77.0234540645,,2025/04/11 20:30:00+00,2025/04/11 20:30:00+00,711024855,
399622.270000003,134352.620000001,25053231,2025/04/12 22:01:24+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF NEW JERSEY AVENUE SE,399622.27,134352.62,8,8F,1,106,Cluster 27,007203 1,007203,Precinct 131,38.8770044023,-77.004353141,CAPITOL RIVERFRONT,2025/04/12 21:37:00+00,,711024856,
402062.939999998,136814.149999999,25053595,2025/04/13 15:48:35+00,DAY,OTHERS,MOTOR VEHICLE THEFT,748 - 769 BLOCK OF 19TH STREET NE,402062.94,136814.15,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,38.899176454,-76.9762183042,,2025/04/13 11:20:00+00,2025/04/13 11:30:00+00,711024857,
396294.710000001,147051.670000002,25038972,2025/03/18 18:24:04+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1900 - 1998 BLOCK OF TULIP STREET NW,396294.71,147051.67,4,4A,4,401,Cluster 16,001600 4,001600,Precinct 62,38.9913935187,-77.0427700965,,2025/03/18 17:15:00+00,2025/03/18 18:18:00+00,711024931,
394622.450000003,137482.75,25039063,2025/03/18 21:16:46+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3199 BLOCK OF M STREET NW,394622.45,137482.75,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.905185411,-77.0619979449,GEORGETOWN,2025/03/18 19:33:00+00,2025/03/18 20:15:00+00,711024932,
397497.210000001,137709.629999999,25040005,2025/03/21 03:05:44+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1200 - 1299 BLOCK OF N STREET NW,397497.21,137709.63,2,2F,3,307,Cluster 7,005004 2,005004,Precinct 17,38.9072421115,-77.0288555757,,2025/03/20 11:47:00+00,2025/03/20 12:57:00+00,711024933,
404541.469999999,136535.379999999,25421016,2025/03/20 19:01:48+00,EVENING,OTHERS,THEFT/OTHER,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,404541.47,136535.38,7,7F,6,602,Cluster 30,007803 1,007803,Precinct 99,38.8966558827,-76.9476475094,,2025/03/19 15:02:00+00,2025/03/19 15:02:00+00,711024943,
397655.039999999,138026.41,25421141,2025/04/05 13:31:17+00,DAY,OTHERS,THEFT/OTHER,1500 - 1521 BLOCK OF 11TH STREET NW,397655.04,138026.41,2,2G,3,307,Cluster 7,004901 3,004901,Precinct 18,38.91009621,-77.0270369781,,2025/04/04 19:35:00+00,2025/04/04 21:00:00+00,711024944,
400846.530000001,136958.84,25046466,2025/03/31 17:21:17+00,DAY,OTHERS,THEFT F/AUTO,800 - 817 BLOCK OF 12TH STREET NE,400846.53,136958.84,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,38.9004818865,-76.990240973,,2025/03/31 13:30:00+00,2025/03/31 15:45:00+00,711025523,
397330.130000003,138792.899999999,25046855,2025/04/01 07:44:17+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1300 - 1399 BLOCK OF U STREET NW,397330.13,138792.9,1,1B,3,305,Cluster 3,004401 2,004401,Precinct 22,38.9170000824,-77.0307861136,,2025/04/01 01:51:00+00,2025/04/01 03:09:00+00,711025524,
400130.049999997,137796.989999998,25047783,2025/04/02 22:22:26+00,EVENING,GUN,ROBBERY,1250 - 1299 BLOCK OF 5TH STREET NE,400130.05,137796.99,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9080326343,-76.9985005897,,2025/04/02 19:37:00+00,,711025525,
401605.409500003,133271.730599999,25048043,2025/04/03 08:32:31+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1600 - 1699 BLOCK OF T STREET SE,401605.409503443,133271.730553107,8,8A,6,607,Cluster 34,007605 2,007605,Precinct 112,38.867265931,-76.9815010183,,2025/04/03 07:45:00+00,,711025526,
397609.899999999,138792.68,25048565,2025/04/04 08:45:29+00,MIDNIGHT,OTHERS,BURGLARY,1100 - 1199 BLOCK OF U STREET NW,397609.9,138792.68,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,38.916998906,-77.0275601016,,2025/04/02 10:26:00+00,2025/04/03 10:45:00+00,711025527,
396522.700000003,137709.93,25048874,2025/04/04 18:21:10+00,DAY,OTHERS,THEFT F/AUTO,1700 - 1799 BLOCK OF N STREET NW,396522.7,137709.93,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 15,38.9072414989,-77.0400910561,,2025/03/30 19:00:00+00,2025/03/31 08:00:00+00,711025528,
402094.07,132953.140000001,25049444,2025/04/05 16:08:17+00,DAY,OTHERS,THEFT F/AUTO,1907 - 2329 BLOCK OF MARION BARRY AVENUE SE,402094.07,132953.14,8,8A,6,607,Cluster 34,007605 3,007605,Precinct 112,38.8643949084,-76.9758712003,,2025/04/04 20:30:00+00,2025/04/05 20:45:00+00,711025529,
397162.060000002,140182.43,25049544,2025/04/05 20:33:45+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2025/04/05 19:32:00+00,2025/04/05 20:33:00+00,711025530,
405449.369999997,136631.260000002,25049831,2025/04/06 11:12:51+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4500 - 4598 BLOCK OF FOOTE STREET NE,405449.37,136631.26,7,7F,6,602,Cluster 30,007803 2,007803,Precinct 98,38.8975144452,-76.9371807957,,2025/04/06 10:35:00+00,2025/04/06 11:13:00+00,711025531,
400229.740000002,129046.280000001,25050667,2025/04/08 00:16:01+00,EVENING,OTHERS,THEFT/OTHER,600 - 718 BLOCK OF CHESAPEAKE STREET SE,400229.74,129046.28,8,8E,7,706,Cluster 39,009811 3,009811,Precinct 125,38.8292026565,-76.9973541389,,2025/04/07 23:20:00+00,,711025532,
403638.939999998,135772.420000002,25039079,2025/03/28 19:05:36+00,EVENING,OTHERS,THEFT F/AUTO,2300 - 3955 BLOCK OF EAST CAPITOL STREET,403638.94,135772.42,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,38.8897870573,-76.9580556016,,2025/03/19 12:30:00+00,2025/03/19 18:00:00+00,711025617,
402595.75,132803.09,25039464,2025/03/19 16:57:49+00,DAY,OTHERS,THEFT F/AUTO,2585 - 2649 BLOCK OF NAYLOR ROAD SE,402595.75,132803.09,8,8A,6,606,Cluster 35,007605 4,007605,Precinct 134,38.8630418581,-76.9700911885,,2025/03/18 22:30:00+00,2025/03/19 12:20:00+00,711025618,
395007.450000003,137489.199999999,25040198,2025/03/20 20:05:46+00,EVENING,OTHERS,THEFT/OTHER,2800 - 2899 BLOCK OF M STREET NW,395007.45,137489.2,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.9052457859,-77.0575593157,GEORGETOWN,2025/03/20 17:30:00+00,2025/03/20 18:35:00+00,711025619,
397029.060000002,140633.18,25041594,2025/03/25 07:04:15+00,MIDNIGHT,OTHERS,THEFT/OTHER,1400 - 1509 BLOCK OF MERIDIAN PLACE NW,397029.06,140633.18,1,1A,4,408,Cluster 2,002801 1,002801,Precinct 41,38.9335769402,-77.0342656988,,2025/03/23 04:36:00+00,2025/03/23 05:12:00+00,711025620,
391641.259999998,138919.539999999,25040737,2025/03/21 20:35:37+00,EVENING,OTHERS,THEFT F/AUTO,4827 - 4899 BLOCK OF V STREET NW,391641.26,138919.54,3,3D,2,205,Cluster 13,000804 2,000804,Precinct 8,38.9181052015,-77.0963856479,,2025/03/21 16:35:00+00,2025/03/21 17:15:00+00,711025640,
398131.219999999,138694.260000002,25041006,2025/03/22 04:11:22+00,MIDNIGHT,OTHERS,THEFT/OTHER,631 - 699 BLOCK OF FLORIDA AVENUE NW,398131.22,138694.26,1,1B,3,306,Cluster 3,003400 3,003400,Precinct 37,38.9161135692,-77.021548524,,2025/03/15 06:00:00+00,2025/03/15 06:00:00+00,711025641,
394895.399999999,140924.899999999,25041405,2025/03/22 22:37:30+00,EVENING,OTHERS,THEFT/OTHER,3500 - 3599 BLOCK OF CONNECTICUT AVENUE NW,394895.4,140924.9,3,3C,2,203,Cluster 15,000600 2,000600,Precinct 27,38.9361950358,-77.0588766912,,2025/03/22 20:55:00+00,2025/03/22 22:11:00+00,711025642,
397484.07,143647.719999999,25043190,2025/03/26 01:09:26+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,5800 - 5899 BLOCK OF COLORADO AVENUE NW,397484.07,143647.72,4,4E,4,403,Cluster 18,002002 2,002002,Precinct 54,38.9607341776,-77.0290288419,,2025/03/26 00:00:00+00,2025/03/26 00:30:00+00,711025643,
403415.764399998,135000.929200001,25043367,2025/03/26 13:46:17+00,DAY,KNIFE,ASSAULT W/DANGEROUS WEAPON,3200 - 3299 BLOCK OF E STREET SE,403415.764449123,135000.929242712,7,7B,6,603,Cluster 32,007708 2,007708,Precinct 132,38.8828380712,-76.9606318788,,2025/03/26 11:00:00+00,2025/03/26 13:46:00+00,711025644,
405899.876900002,137981.437800001,25043805,2025/03/27 01:58:06+00,EVENING,OTHERS,THEFT/OTHER,4900 - 4999 BLOCK OF MINNESOTA AVENUE NE,405899.876867428,137981.437821478,7,7C,6,602,Cluster 31,007806 1,007806,Precinct 93,38.9096744116,-76.93197585,,2025/03/26 21:10:00+00,2025/03/26 21:30:00+00,711025645,
400887.100000001,129540.82,25045629,2025/03/30 05:04:31+00,MIDNIGHT,OTHERS,THEFT/OTHER,4026 - 4199 BLOCK OF WHEELER ROAD SE,400887.1,129540.82,8,8E,7,706,Cluster 39,009801 1,009801,Precinct 121,38.8336572844,-76.9897828422,,2025/03/30 03:23:00+00,2025/03/30 04:33:00+00,711025646,
402381.0748,133745.009100001,25045841,2025/03/30 15:06:49+00,DAY,OTHERS,THEFT/OTHER,2300 - 2329 BLOCK OF PARK PLACE SE,402381.074848163,133745.009113546,8,8A,6,607,Cluster 34,007601 2,007601,Precinct 133,38.8715276585,-76.9725614613,,2025/03/30 14:59:00+00,2025/03/30 15:08:00+00,711025647,
397162.060000002,140182.43,25045978,2025/03/30 20:22:04+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,003000 2,003000,Precinct 39,38.9295168861,-77.0327298633,,2025/03/30 19:39:00+00,2025/03/30 20:22:00+00,711025648,
399886.630000003,137052.420000002,25046792,2025/04/01 03:11:07+00,MIDNIGHT,OTHERS,THEFT F/AUTO,300 - 399 BLOCK OF I STREET NE,399886.63,137052.42,6,6C,5,501,Cluster 25,010602 3,010602,Precinct 83,38.9013252888,-77.0013069755,,2025/03/30 16:45:00+00,2025/03/30 17:00:00+00,711025649,
402318,136854,25047063,2025/04/01 16:42:32+00,DAY,OTHERS,THEFT F/AUTO,2300 BLOCK OF 4TH STREET NE,402318,136854,5,5F,5,502,Cluster 21,009204 2,009204,Precinct 74,38.8995348016,-76.9732778229,,2025/04/01 14:30:00+00,2025/04/01 16:30:00+00,711025650,
402904.744400002,132166.506200001,25051905,2025/04/11 10:14:14+00,MIDNIGHT,OTHERS,THEFT F/AUTO,2800 - 2899 BLOCK OF ERIE STREET SE,402904.744448648,132166.506200081,7,7B,6,606,Cluster 35,007603 2,007603,Precinct 113,38.8573062777,-76.9665335747,,2025/04/10 10:03:00+00,2025/04/10 11:13:00+00,711025917,
399352.488799997,134192.1699,25052719,2025/04/11 22:05:30+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1200 - 1299 BLOCK OF HALF STREET SE,399352.488797352,134192.169945961,8,8F,1,106,Cluster 27,007201 1,007201,Precinct 131,38.8755588474,-77.0074620773,CAPITOL RIVERFRONT,2025/04/11 20:59:00+00,2025/04/11 21:15:00+00,711025918,
402762.920000002,132690.300000001,25052742,2025/04/12 02:20:04+00,EVENING,OTHERS,THEFT/OTHER,2200 - 2226 BLOCK OF TOWN CENTER DRIVE SE,402762.92,132690.3,7,7B,6,606,Cluster 35,007604 3,007604,Precinct 113,38.8620252896,-76.9681654717,,2025/04/11 21:12:00+00,2025/04/11 22:26:00+00,711025919,
396919.170000002,138634.539999999,25054043,2025/04/14 18:19:07+00,DAY,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF T STREET NW,396919.17,138634.54,2,2B,3,301,Cluster 6,004300 1,004300,Precinct 141,38.9155721785,-77.0355241581,,2025/04/14 14:05:00+00,2025/04/14 14:55:00+00,711025920,
399051.32,127996.800000001,25054057,2025/04/14 15:00:56+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4700 - 4799 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,399051.32,127996.8,8,8D,7,708,Cluster 39,010900 2,010900,Precinct 126,38.8197479634,-77.0109242762,,2025/04/14 09:00:00+00,2025/04/14 13:00:00+00,711025921,
392691.259999998,138148.710000001,25054203,2025/04/14 22:30:54+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1600 - 1642 BLOCK OF FOXHALL ROAD NW,392691.26,138148.71,3,3D,2,205,Cluster 13,000802 1,000802,Precinct 7,38.9111706695,-77.0842697724,,2025/04/13 19:48:00+00,2025/04/13 20:01:00+00,711025922,
396830.43,137253.620000001,25054232,2025/04/14 21:39:08+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF 16TH STREET NW,396830.43,137253.62,2,2C,2,207,Cluster 6,010100 1,010100,Precinct 17,38.9031320626,-77.0365410195,DOWNTOWN,2025/04/14 20:28:00+00,2025/04/14 20:29:00+00,711025923,
399272.369999997,136594.949999999,25054359,2025/04/15 01:42:01+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1 - 99 BLOCK OF MASSACHUSETTS AVENUE NE,399272.37,136594.95,6,6C,1,102,Cluster 25,010603 1,010603,Precinct 144,38.8972039407,-77.0083879302,CAPITOL HILL,2025/04/14 23:30:00+00,2025/04/15 01:17:00+00,711025924,
397483.490000002,141969.359999999,25054819,2025/04/15 23:01:46+00,EVENING,OTHERS,THEFT/OTHER,4500 - 4599 BLOCK OF IOWA AVENUE NW,397483.49,141969.36,4,4E,4,404,Cluster 18,002501 1,002501,Precinct 48,38.9456150588,-77.029029376,,2025/04/15 19:30:00+00,2025/04/15 20:00:00+00,711025925,
399296.43,144477.91,25053018,2025/04/12 13:01:44+00,DAY,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF UNDERWOOD STREET NE,399296.43,144477.91,4,4B,4,406,Cluster 19,009505 2,009505,Precinct 64,38.9682160573,-77.0081186544,,2025/04/12 01:00:00+00,2025/04/12 11:00:00+00,711026135,
396326.170000002,139306.489999998,25053249,2025/04/12 22:30:23+00,EVENING,OTHERS,THEFT/OTHER,2400 - 2499 BLOCK OF 18TH STREET NW,396326.17,139306.49,1,1C,3,303,Cluster 1,003802 1,003802,Precinct 24,38.921623045,-77.0423654641,ADAMS MORGAN,2025/04/12 22:26:00+00,2025/04/12 22:28:00+00,711026136,
397833.780000001,137709.100000001,25053910,2025/04/14 05:57:02+00,MIDNIGHT,OTHERS,THEFT F/AUTO,900 - 999 BLOCK OF N STREET NW,397833.78,137709.1,2,2G,3,307,Cluster 7,004902 2,004902,Precinct 129,38.9072382311,-77.0249751364,,2025/04/14 02:00:00+00,2025/04/14 04:27:00+00,711026137,
398186.039999999,137185.329999998,25054239,2025/04/15 01:22:02+00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF K STREET NW,398186.04,137185.33,6,6E,1,101,Cluster 8,004703 2,004703,Precinct 18,38.902520725,-77.0209124198,MOUNT VERNON TRIANGLE CID,2025/04/14 20:33:00+00,2025/04/14 20:59:00+00,711026138,
405806.770000003,134537.809999999,25054882,2025/04/16 01:08:34+00,EVENING,OTHERS,THEFT/OTHER,4630 - 4659 BLOCK OF H STREET SE,405806.77,134537.81,7,7E,6,604,Cluster 33,007707 2,007707,Precinct 106,38.8786535743,-76.9330784555,,2025/04/09 15:00:00+00,2025/04/09 15:40:00+00,711026139,
400621.210000001,135890.530000001,25421069,2025/03/25 17:02:07+00,DAY,OTHERS,THEFT/OTHER,903 - 999 BLOCK OF MASSACHUSETTS AVENUE NE,400621.21,135890.53,6,6A,1,108,Cluster 26,008100 3,008100,Precinct 85,38.8908583478,-76.992839489,,2025/03/15 22:20:00+00,2025/03/16 01:20:00+00,711026147,
400121.380000003,137998.899999999,25421184,2025/04/09 16:03:08+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF 4TH STREET NE,400121.38,137998.9,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9098515103,-76.9986005147,,2025/03/21 22:45:00+00,2025/03/21 22:58:00+00,711026148,
398171.130000003,143167.789999999,25421267,2025/04/14 15:33:36+00,DAY,OTHERS,THEFT/OTHER,500 - 699 BLOCK OF KENNEDY STREET NW,398171.13,143167.79,4,4D,4,403,Cluster 18,002101 2,002101,Precinct 56,38.9564125433,-77.0211002527,,2025/03/29 06:29:00+00,2025/03/29 06:31:00+00,711026149,
393653.789999999,139889.039999999,25421274,2025/04/14 19:34:40+00,EVENING,OTHERS,THEFT/OTHER,2800 - 2899 BLOCK OF WISCONSIN AVENUE NW,393653.79,139889.04,3,3A,2,204,Cluster 14,000704 2,000704,Precinct 28,38.9268556038,-77.0731878939,,2025/04/06 21:00:00+00,2025/04/07 00:00:00+00,711026150,
396622.920000002,139376.489999998,25421301,2025/04/15 18:03:35+00,DAY,OTHERS,THEFT/OTHER,2400 - 2499 BLOCK OF 17TH STREET NW,396622.92,139376.49,1,1C,3,303,Cluster 1,003802 3,003802,Precinct 24,38.922254818,-77.0389437803,,2025/04/13 04:00:00+00,2025/04/13 08:40:00+00,711026538,
399622.270000003,134352.620000001,25039425,2025/03/19 12:42:05+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF NEW JERSEY AVENUE SE,399622.27,134352.62,8,8F,1,106,Cluster 27,007203 1,007203,Precinct 131,38.8770044023,-77.004353141,CAPITOL RIVERFRONT,2025/03/19 12:37:00+00,2025/03/19 13:30:00+00,711027099,
398591.524999999,134557.190299999,25039555,2025/03/19 17:14:39+00,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF WESLEY PLACE SW,398591.525020646,134557.1902983,6,6D,1,105,Cluster 9,010201 2,010201,Precinct 128,38.8788462051,-77.0162323577,SOUTHWEST,2025/03/19 14:15:00+00,2025/03/19 14:35:00+00,711027100,
405745.889200002,137503.594799999,25040231,2025/03/21 19:10:41+00,EVENING,OTHERS,THEFT F/AUTO,1100 - 1199 BLOCK OF 48TH STREET NE,405745.889219285,137503.594845034,7,7C,6,602,Cluster 31,007806 2,007806,Precinct 93,38.9053708579,-76.9337552876,,2025/03/20 04:00:00+00,2025/03/20 20:16:00+00,711027101,
400638.100000001,137118.039999999,25041412,2025/03/22 22:37:56+00,EVENING,OTHERS,THEFT F/AUTO,900 - 999 BLOCK OF 10TH STREET NE,400638.1,137118.04,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,38.9019161929,-76.9926436625,,2025/03/21 16:15:00+00,2025/03/21 17:00:00+00,711027158,
397746.310000002,137620.629999999,25047776,2025/04/02 22:04:50+00,EVENING,OTHERS,BURGLARY,1200 - 1299 BLOCK OF 10TH STREET NW,397746.31,137620.63,2,2G,3,307,Cluster 7,004902 2,004902,Precinct 129,38.9064410427,-77.0259833194,,2025/04/02 08:48:00+00,2025/04/02 08:58:00+00,711027272,
397609.07,136611.34,25048202,2025/04/03 16:35:04+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF F STREET NW,397609.07,136611.34,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8973486375,-77.0275620781,DOWNTOWN,2025/04/02 11:21:00+00,2025/04/02 11:27:00+00,711027273,
400332.280000001,136609.210000001,25048375,2025/04/03 23:32:30+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,7TH STREET NE AND F STREET NE,400332.27999826,136609.2100122,6,6C,1,104,Cluster 25,008302 1,008302,Precinct 84,38.8973326384,-76.9961695553,,2025/04/02 22:30:00+00,2025/04/03 12:00:00+00,711027274,
399975.629199997,128251.6811,25049233,2025/04/05 03:46:14+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,100 - 499 BLOCK OF SOUTHERN AVENUE SE,399975.62918193,128251.681108448,8,8E,7,708,Cluster 39,009811 1,009811,Precinct 125,38.8220445651,-77.0002806448,,2025/04/05 01:50:00+00,2025/04/05 02:30:00+00,711027275,
397506.469999999,145640.780000001,25049529,2025/04/05 20:19:34+00,EVENING,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF FLORAL STREET NW,397506.47,145640.78,4,4A,4,401,Cluster 16,001600 2,001600,Precinct 62,38.978688202,-77.0287776396,,2025/04/05 18:25:00+00,2025/04/05 19:23:00+00,711027276,
400789.990000002,137372.079999998,25049855,2025/04/06 13:45:16+00,DAY,OTHERS,THEFT F/AUTO,1100 - 1199 BLOCK OF MORSE STREET NE,400789.99,137372.08,5,5D,5,506,Cluster 23,008802 3,008802,Precinct 77,38.9042045516,-76.9908923061,,2025/03/31 20:00:00+00,2025/04/01 19:00:00+00,711027277,
397583.189999998,145403.109999999,25050337,2025/04/07 13:07:07+00,DAY,OTHERS,THEFT F/AUTO,7100 - 7199 BLOCK OF 12TH STREET NW,397583.19,145403.11,4,4A,4,401,Cluster 40,010300 1,010300,Precinct 62,38.9765474318,-77.0278913819,,2025/04/06 19:30:00+00,2025/04/06 19:35:00+00,711027278,
398640.189999998,137185.18,25050389,2025/04/07 15:24:02+00,DAY,OTHERS,MOTOR VEHICLE THEFT,300 - 399 BLOCK OF K STREET NW,398640.19,137185.18,6,6E,1,101,Cluster 8,004703 4,004703,Precinct 1,38.9025201936,-77.0156767058,MOUNT VERNON TRIANGLE CID,2025/04/07 13:48:00+00,2025/04/07 13:49:00+00,711027279,
399694.890000001,135247.239999998,25050686,2025/04/08 00:11:22+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2ND STREET SE AND D STREET SE,399694.89001367,135247.23999494,6,6B,1,106,Cluster 26,006500 2,006500,Precinct 130,38.885063515,-77.0035166304,CAPITOL HILL,2025/04/02 00:01:00+00,2025/04/06 13:00:00+00,711027280,
399819.846799999,128990.939399999,25042001,2025/03/24 01:45:30+00,EVENING,OTHERS,THEFT/OTHER,4000 - 4399 BLOCK OF 3RD STREET SE,399819.846845786,128990.939381134,8,8D,7,708,Cluster 39,009810 1,009810,Precinct 125,38.8287041339,-77.0020747667,,2025/03/24 00:48:00+00,2025/03/24 01:34:00+00,711027547,
405728.979999997,134985.66,25042050,2025/03/24 03:50:53+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,4700 - 4809 BLOCK OF BENNING ROAD SE,405728.98,134985.66,7,7E,6,604,Cluster 33,009907 2,009907,Precinct 103,38.8826884906,-76.9339712319,,2025/03/24 03:20:00+00,,711027548,
397265.659999996,144405.98,25042127,2025/03/24 11:10:16+00,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF TUCKERMAN STREET NW,397265.66,144405.98,4,4A,4,402,Cluster 17,001804 1,001804,Precinct 60,38.9675641196,-77.0315518838,,2025/03/19 09:00:00+00,2025/03/24 11:06:00+00,711027549,
398099.299999997,137916.59,25042239,2025/03/25 11:17:29+00,DAY,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF 7TH STREET NW,398099.3,137916.59,2,2G,3,307,Cluster 7,004901 2,004901,Precinct 18,38.9091079868,-77.0219144344,,2025/03/24 14:45:00+00,2025/03/24 17:03:00+00,711027550,
392691.259999998,138148.710000001,25042316,2025/03/24 18:50:36+00,DAY,OTHERS,THEFT F/AUTO,1600 - 1642 BLOCK OF FOXHALL ROAD NW,392691.26,138148.71,3,3D,2,205,Cluster 13,000802 1,000802,Precinct 7,38.9111706695,-77.0842697724,,2025/03/24 16:48:00+00,,711027551,
398758.710000001,145213.059999999,25042536,2025/03/25 00:46:18+00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9748378665,-77.014324859,,2025/03/24 21:58:00+00,2025/03/24 23:01:00+00,711027552,
397837,136946,25043037,2025/03/26 19:16:02+00,EVENING,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF PALMER ALLEY NW,397837,136946,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.9003639656,-77.0249356086,DOWNTOWN,2025/03/25 20:20:00+00,2025/03/25 20:26:00+00,711027553,
396097.219999999,146666.260000002,25043162,2025/03/25 23:51:09+00,EVENING,OTHERS,THEFT F/AUTO,1800 - 1899 BLOCK OF SUDBURY ROAD NW,396097.22,146666.26,4,4A,4,401,Cluster 16,001600 4,001600,Precinct 62,38.987920812,-77.0450475243,,2025/03/25 19:00:00+00,2025/03/25 20:15:00+00,711027554,
394828.420000002,141072.59,25044339,2025/03/28 02:11:47+00,EVENING,OTHERS,THEFT/OTHER,3600 - 3699 BLOCK OF CONNECTICUT AVENUE NW,394828.42,141072.59,3,3C,2,203,Cluster 15,000600 1,000600,Precinct 27,38.9375250792,-77.0596503545,,2025/03/26 15:00:00+00,2025/03/26 17:00:00+00,711027555,
400488.950000003,134468.690000001,25044370,2025/03/28 02:17:30+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,800 - 899 BLOCK OF VIRGINIA AVENUE SE,400488.95,134468.69,8,8F,1,106,Cluster 27,007203 2,007203,Precinct 131,38.8780499517,-76.994365024,CAPITOL RIVERFRONT,2025/03/27 23:20:00+00,2025/03/28 01:50:00+00,711027556,
